orthogroup	kept	collapsed
ORTHOMCL1490	cladeA_6955.p1	cladeA_41248.p1
ORTHOMCL149	cladeD_14464.p1	cladeD_13642.p1
ORTHOMCL149	cladeA_25534.p1	cladeA_25530.p1
ORTHOMCL149	cladeA_25534.p1	cladeA_25532.p1
ORTHOMCL14	cladeA_23946.p1	cladeA_23947.p1
ORTHOMCL14	cladeA_10587.p1	cladeA_51407.p1
ORTHOMCL14	cladeA_10587.p1	cladeA_51066.p1
ORTHOMCL14	cladeA_10587.p1	cladeA_50023.p1
ORTHOMCL14	cladeA_41521.p1	cladeA_40356.p1
ORTHOMCL14	cladeA_41521.p1	cladeA_7931.p1
ORTHOMCL14	cladeA_41521.p1	cladeA_54547.p1
ORTHOMCL14	cladeB_26212.p1	cladeB_16433.p1
ORTHOMCL14	cladeB_26212.p1	cladeB_20008.p1
ORTHOMCL14	cladeB_26212.p1	cladeB_25634.p1
ORTHOMCL14	cladeB_18812.p1	cladeB_36193.p1
ORTHOMCL150	cladeA_39581.p1	cladeA_57180.p1
ORTHOMCL150	cladeB_32525.p1	cladeB_10340.p1
ORTHOMCL1515	cladeA_27160.p1	cladeA_27158.p1
ORTHOMCL1527	cladeB_9671.p1	cladeB_2115.p1
ORTHOMCL1530	cladeA_49521.p1	cladeA_10530.p1
ORTHOMCL1533	cladeB_17993.p1	cladeB_37765.p1
ORTHOMCL1538	cladeD_107.p1	cladeD_22881.p1
ORTHOMCL1539	cladeA_24692.p1	cladeA_10470.p1
ORTHOMCL154	cladeA_9773.p1	cladeA_9774.p1
ORTHOMCL1555	cladeA_5438.p1	cladeA_42230.p1
ORTHOMCL155	cladeB_26550.p1	cladeB_23866.p1
ORTHOMCL1568	cladeA_30280.p1	cladeA_38961.p2
ORTHOMCL156	cladeB_29118.p1	cladeB_12307.p1
ORTHOMCL1572	cladeA_27406.p2	cladeA_27405.p1
ORTHOMCL1576	cladeA_16983.p1	cladeA_16984.p1
ORTHOMCL157	cladeD_17910.p1	cladeD_6914.p1
ORTHOMCL157	cladeA_44612.p1	cladeA_30476.p1
ORTHOMCL1583	cladeA_10397.p1	cladeA_17153.p1
ORTHOMCL1586	cladeB_31160.p1	cladeB_30970.p1
ORTHOMCL1598	cladeA_51730.p1	cladeA_47742.p1
ORTHOMCL1599	cladeA_57964.p1	cladeA_47478.p1
ORTHOMCL15	cladeA_45227.p1	cladeA_14659.p1
ORTHOMCL15	cladeA_45227.p1	cladeA_41622.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_49218.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_55865.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_55411.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_36221.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_50239.p1
ORTHOMCL15	cladeA_6280.p1	cladeA_42207.p1
ORTHOMCL1618	cladeB_28664.p1	cladeB_25520.p1
ORTHOMCL161	cladeB_14163.p1	cladeB_31383.p1
ORTHOMCL161	cladeA_26578.p1	cladeA_38524.p1
ORTHOMCL161	cladeA_26578.p1	cladeA_26576.p1
ORTHOMCL161	cladeA_26578.p1	cladeA_26577.p1
ORTHOMCL161	cladeA_26578.p1	cladeA_26579.p1
ORTHOMCL1621	cladeB_20785.p1	cladeB_30675.p1
ORTHOMCL1624	cladeA_48658.p1	cladeA_50140.p1
ORTHOMCL1632	cladeA_56907.p1	cladeA_37804.p1
ORTHOMCL1633	cladeA_15141.p2	cladeA_15142.p1
ORTHOMCL1646	cladeB_29209.p1	cladeB_27656.p1
ORTHOMCL1648	cladeA_10735.p1	cladeA_52067.p2
ORTHOMCL164	cladeB_25790.p1	cladeB_17125.p2
ORTHOMCL164	cladeB_25790.p1	cladeB_2617.p1
ORTHOMCL164	cladeB_2959.p1	cladeB_39725.p1
ORTHOMCL164	cladeB_2959.p1	cladeB_46602.p1
ORTHOMCL1663	cladeA_13637.p1	cladeA_13636.p1
ORTHOMCL166	cladeA_28954.p1	cladeA_28956.p1
ORTHOMCL166	cladeA_28954.p1	cladeA_28955.p1
ORTHOMCL1670	cladeA_20499.p1	cladeA_56662.p1
ORTHOMCL167	cladeA_33769.p2	cladeA_24457.p1
ORTHOMCL167	cladeA_33769.p2	cladeA_24455.p1
ORTHOMCL1684	cladeA_19228.p1	cladeA_19227.p1
ORTHOMCL1687	cladeB_34287.p1	cladeB_32911.p1
ORTHOMCL1692	cladeA_27639.p1	cladeA_27640.p1
ORTHOMCL1695	cladeB_16063.p1	cladeB_34704.p1
ORTHOMCL1697	cladeD_13664.p1	cladeD_17117.p1
ORTHOMCL169	cladeA_28037.p1	cladeA_28035.p1
ORTHOMCL169	cladeA_28033.p1	cladeA_28038.p1
ORTHOMCL169	cladeA_28033.p1	cladeA_28032.p1
ORTHOMCL16	cladeA_22866.p1	cladeA_40017.p1
ORTHOMCL1709	cladeA_4066.p1	cladeA_50106.p1
ORTHOMCL171	cladeB_26796.p1	cladeB_43194.p1
ORTHOMCL171	cladeA_21648.p1	cladeA_46933.p1
ORTHOMCL171	cladeA_21648.p1	cladeA_51090.p1
ORTHOMCL171	cladeA_21648.p1	cladeA_21646.p1
ORTHOMCL171	cladeA_21648.p1	cladeA_21649.p1
ORTHOMCL1721	cladeB_24737.p1	cladeB_27685.p1
ORTHOMCL172	cladeD_17991.p1	cladeD_16997.p1
ORTHOMCL172	cladeA_29349.p1	cladeA_29350.p1
ORTHOMCL172	cladeA_29349.p1	cladeA_29345.p1
ORTHOMCL172	cladeA_29349.p1	cladeA_29344.p1
ORTHOMCL173	cladeA_29802.p1	cladeA_29800.p1
ORTHOMCL173	cladeA_30736.p1	cladeA_30738.p1
ORTHOMCL173	cladeA_30736.p1	cladeA_30735.p1
ORTHOMCL173	cladeA_30739.p1	cladeA_30740.p1
ORTHOMCL1745	cladeA_13073.p1	cladeA_47411.p1
ORTHOMCL1749	cladeA_34775.p1	cladeA_20408.p1
ORTHOMCL1756	cladeA_538.p1	cladeA_45549.p1
ORTHOMCL176	cladeA_29493.p1	cladeA_51727.p1
ORTHOMCL176	cladeA_30796.p1	cladeA_7560.p1
ORTHOMCL176	cladeA_53612.p1	cladeA_26813.p1
ORTHOMCL176	cladeA_53612.p1	cladeA_23495.p1
ORTHOMCL1770	cladeB_5927.p1	cladeB_19262.p1
ORTHOMCL177	cladeB_17664.p1	cladeB_31852.p1
ORTHOMCL1782	cladeA_40809.p1	cladeA_55581.p1
ORTHOMCL178	cladeD_10585.p1	cladeD_10396.p2
ORTHOMCL178	cladeD_10585.p1	cladeD_11103.p1
ORTHOMCL178	cladeD_10585.p1	cladeD_17434.p1
ORTHOMCL178	cladeA_34589.p1	cladeA_13332.p1
ORTHOMCL178	cladeB_24419.p1	cladeB_25324.p1
ORTHOMCL1795	cladeD_19259.p1	cladeD_19923.p1
ORTHOMCL17	cladeD_10386.p1	cladeD_17052.p1
ORTHOMCL17	cladeD_10386.p1	cladeD_19593.p1
ORTHOMCL17	cladeD_10386.p1	cladeD_19458.p1
ORTHOMCL17	cladeC_3759.p1	cladeC_5212.p1
ORTHOMCL17	cladeD_17460.p1	cladeD_17422.p1
ORTHOMCL17	cladeA_29885.p1	cladeA_29881.p1
ORTHOMCL17	cladeA_29885.p1	cladeA_29877.p1
ORTHOMCL1807	cladeA_46510.p1	cladeA_51455.p1
ORTHOMCL1809	cladeA_25764.p1	cladeA_25763.p2
ORTHOMCL180	cladeA_54628.p1	cladeA_38667.p1
ORTHOMCL181	cladeD_19836.p1	cladeD_14288.p1
ORTHOMCL1824	cladeA_20029.p1	cladeA_20028.p1
ORTHOMCL1829	cladeD_17526.p1	cladeD_6930.p1
ORTHOMCL1831	cladeB_12997.p1	cladeB_13831.p1
ORTHOMCL1835	cladeA_23143.p2	cladeA_23144.p1
ORTHOMCL183	cladeA_28837.p1	cladeA_28847.p1
ORTHOMCL183	cladeA_28837.p1	cladeA_28843.p1
ORTHOMCL183	cladeA_28837.p1	cladeA_28840.p2
ORTHOMCL184	cladeD_20485.p1	cladeD_20856.p1
ORTHOMCL184	cladeA_57211.p2	cladeA_33758.p2
ORTHOMCL1852	cladeA_26543.p1	cladeA_26542.p1
ORTHOMCL1854	cladeA_16904.p1	cladeA_16903.p1
ORTHOMCL185	cladeB_28566.p1	cladeB_27283.p1
ORTHOMCL1860	cladeA_23701.p1	cladeA_23702.p1
ORTHOMCL186	cladeA_26706.p1	cladeA_26708.p1
ORTHOMCL186	cladeA_26706.p1	cladeA_26709.p1
ORTHOMCL186	cladeD_22142.p1	cladeD_17702.p1
ORTHOMCL1871	cladeA_19446.p1	cladeA_19445.p1
ORTHOMCL1884	cladeA_35019.p1	cladeA_47888.p1
ORTHOMCL1886	cladeA_2947.p1	cladeA_26951.p1
ORTHOMCL1888	cladeC_7644.p1	cladeC_14860.p1
ORTHOMCL188	cladeD_10838.p1	cladeD_23201.p1
ORTHOMCL188	cladeA_27621.p1	cladeA_27625.p1
ORTHOMCL1894	cladeB_30643.p1	cladeB_31120.p1
ORTHOMCL18	cladeA_33386.p1	cladeA_28018.p1
ORTHOMCL1903	cladeB_10153.p2	cladeB_14146.p2
ORTHOMCL190	cladeA_28962.p1	cladeA_28960.p1
ORTHOMCL190	cladeB_28326.p1	cladeB_22835.p1
ORTHOMCL1916	cladeA_25795.p2	cladeA_25796.p1
ORTHOMCL191	cladeB_11755.p1	cladeB_25640.p1
ORTHOMCL191	cladeA_40951.p1	cladeA_37910.p1
ORTHOMCL191	cladeB_28354.p1	cladeB_28342.p1
ORTHOMCL191	cladeB_28354.p1	cladeB_23993.p1
ORTHOMCL195	cladeB_44491.p3	cladeB_23722.p1
ORTHOMCL195	cladeD_13082.p1	cladeD_13835.p2
ORTHOMCL195	cladeD_13082.p1	cladeD_15175.p3
ORTHOMCL195	cladeD_13973.p2	cladeD_23630.p5
ORTHOMCL196	cladeD_9084.p1	cladeD_12859.p1
ORTHOMCL196	cladeD_9084.p1	cladeD_11379.p1
ORTHOMCL1977	cladeA_31554.p1	cladeA_36385.p1
ORTHOMCL197	cladeA_27325.p1	cladeA_27326.p1
ORTHOMCL197	cladeA_30493.p1	cladeA_36399.p1
ORTHOMCL1989	cladeB_12252.p1	cladeB_37082.p1
ORTHOMCL198	cladeA_24954.p1	cladeA_56208.p1
ORTHOMCL198	cladeA_24954.p1	cladeA_24955.p1
ORTHOMCL198	cladeA_24956.p1	cladeA_24952.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_29863.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_6168.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_25462.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_3681.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_31497.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_1059.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_34527.p1
ORTHOMCL1	cladeA_52208.p1	cladeA_23915.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_3508.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_35270.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_50230.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_49871.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_47904.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_33168.p1
ORTHOMCL1	cladeA_44470.p1	cladeA_39447.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_18445.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_32729.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_52000.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_34450.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_56393.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_57760.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_40672.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_12121.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_51078.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_15707.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_44380.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_3285.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_8581.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_47233.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_25466.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_10342.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_42065.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_58130.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_55167.p1
ORTHOMCL1	cladeA_39675.p1	cladeA_34437.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_52769.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_6797.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_12428.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_12751.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_49397.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_52135.p1
ORTHOMCL1	cladeA_41670.p1	cladeA_35206.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_37864.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_35803.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_50957.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_31999.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_54324.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_38535.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_55627.p1
ORTHOMCL1	cladeA_13432.p1	cladeA_56036.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_31736.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_11320.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_10799.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_22961.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_22158.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_56974.p1
ORTHOMCL1	cladeA_16463.p1	cladeA_14752.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_10512.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_10341.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_6187.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_51213.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_28050.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_52476.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_28052.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_25464.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_25461.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_25460.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_53038.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_28049.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_16849.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_16461.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_1937.p1
ORTHOMCL1	cladeA_46899.p1	cladeA_16848.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_44651.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_12806.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_16956.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_1938.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_45314.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_35176.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_19656.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_53311.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_41870.p1
ORTHOMCL1	cladeA_55923.p1	cladeA_47128.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_51042.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_20897.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_20896.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_32988.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_14749.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_54673.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_14750.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_56739.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_8664.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_56564.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_7504.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_48491.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_2886.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_22527.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_51442.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_48591.p1
ORTHOMCL1	cladeA_40440.p1	cladeA_35719.p1
ORTHOMCL1	cladeA_6299.p1	cladeA_31838.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_52402.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_667.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_54132.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_45686.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_39732.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_32442.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_36885.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_647.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_44499.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_41429.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_51112.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_45357.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_34135.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_29859.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_53666.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_29864.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_44910.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_14757.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_11924.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_50469.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_58360.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_50046.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_15708.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_52427.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_29861.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_29874.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_29860.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_28404.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_8152.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_56023.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_12426.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_12427.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_49570.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_43057.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_13417.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_56413.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_40074.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_39217.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_56597.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_34860.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_43148.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_27826.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_47335.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_45272.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_115.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_42785.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_13515.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_55436.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_33117.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_56604.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_11790.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_37165.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_40724.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_45567.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_42555.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_32906.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_12120.p1
ORTHOMCL1	cladeA_15419.p1	cladeA_9465.p1
ORTHOMCL1	cladeA_18194.p1	cladeA_41310.p1
ORTHOMCL1	cladeA_18194.p1	cladeA_57827.p1
ORTHOMCL1	cladeA_18194.p1	cladeA_53750.p1
ORTHOMCL1	cladeA_18194.p1	cladeA_56872.p1
ORTHOMCL1	cladeA_18194.p1	cladeA_16214.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_47113.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_45441.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_45367.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_49686.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_55537.p1
ORTHOMCL1	cladeA_50573.p1	cladeA_13416.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_20158.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_25465.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_36025.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_15603.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_22161.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_46364.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_51110.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_11319.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_22960.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_24167.p1
ORTHOMCL1	cladeA_14404.p1	cladeA_20046.p1
ORTHOMCL2003	cladeA_45643.p1	cladeA_34744.p1
ORTHOMCL2004	cladeB_18029.p1	cladeB_21332.p1
ORTHOMCL202	cladeA_26569.p2	cladeA_26562.p1
ORTHOMCL202	cladeA_26569.p2	cladeA_26561.p1
ORTHOMCL202	cladeA_26569.p2	cladeA_26557.p1
ORTHOMCL202	cladeA_26569.p2	cladeA_26559.p1
ORTHOMCL2036	cladeA_22699.p2	cladeA_22697.p1
ORTHOMCL2037	cladeB_17387.p1	cladeB_15415.p1
ORTHOMCL203	cladeA_25576.p1	cladeA_28672.p1
ORTHOMCL203	cladeA_25576.p1	cladeA_25575.p1
ORTHOMCL203	cladeA_25576.p1	cladeA_25577.p1
ORTHOMCL2044	cladeA_15430.p1	cladeA_15427.p1
ORTHOMCL205	cladeA_2846.p1	cladeA_21838.p1
ORTHOMCL205	cladeA_2846.p1	cladeA_2845.p1
ORTHOMCL205	cladeA_2846.p1	cladeA_50420.p1
ORTHOMCL206	cladeA_25835.p1	cladeA_25837.p1
ORTHOMCL206	cladeA_25835.p1	cladeA_25841.p1
ORTHOMCL2079	cladeA_31210.p2	cladeA_22803.p3
ORTHOMCL207	cladeA_22757.p1	cladeA_22758.p1
ORTHOMCL207	cladeA_41057.p1	cladeA_46282.p1
ORTHOMCL207	cladeB_5743.p1	cladeB_27773.p1
ORTHOMCL2087	cladeB_17924.p1	cladeB_37721.p1
ORTHOMCL2088	cladeA_37586.p2	cladeA_21767.p1
ORTHOMCL209	cladeA_28836.p1	cladeA_28849.p2
ORTHOMCL209	cladeA_28836.p1	cladeA_28839.p2
ORTHOMCL209	cladeA_28836.p1	cladeA_28844.p1
ORTHOMCL209	cladeA_28836.p1	cladeA_28846.p1
ORTHOMCL209	cladeA_28838.p1	cladeA_28845.p1
ORTHOMCL20	cladeB_25683.p1	cladeB_17875.p1
ORTHOMCL20	cladeA_31778.p1	cladeA_39996.p1
ORTHOMCL20	cladeB_28442.p1	cladeB_24641.p1
ORTHOMCL2105	cladeA_45091.p1	cladeA_37098.p1
ORTHOMCL210	cladeA_30136.p1	cladeA_30140.p1
ORTHOMCL213	cladeD_19856.p1	cladeD_20346.p1
ORTHOMCL213	cladeC_13894.p1	cladeC_12954.p2
ORTHOMCL214	cladeD_10518.p2	cladeD_17670.p2
ORTHOMCL214	cladeD_10518.p2	cladeD_14382.p1
ORTHOMCL214	cladeB_19664.p1	cladeB_10239.p1
ORTHOMCL216	cladeB_30967.p1	cladeB_30467.p2
ORTHOMCL216	cladeA_30252.p2	cladeA_30250.p1
ORTHOMCL218	cladeA_27569.p1	cladeA_27570.p1
ORTHOMCL219	cladeA_46950.p1	cladeA_41553.p1
ORTHOMCL219	cladeA_28495.p1	cladeA_30721.p1
ORTHOMCL2208	cladeD_10418.p2	cladeD_17427.p1
ORTHOMCL221	cladeA_5473.p1	cladeA_24520.p1
ORTHOMCL221	cladeA_5473.p1	cladeA_24521.p1
ORTHOMCL221	cladeA_5473.p1	cladeA_18.p2
ORTHOMCL2229	cladeD_19341.p1	cladeD_17623.p1
ORTHOMCL223	cladeA_27260.p1	cladeA_26386.p2
ORTHOMCL223	cladeA_27260.p1	cladeA_16994.p1
ORTHOMCL223	cladeA_27260.p1	cladeA_17434.p1
ORTHOMCL224	cladeA_28160.p1	cladeA_28164.p1
ORTHOMCL224	cladeA_28160.p1	cladeA_28163.p1
ORTHOMCL224	cladeD_19866.p1	cladeD_17103.p1
ORTHOMCL225	cladeA_27508.p2	cladeA_27507.p1
ORTHOMCL225	cladeA_28345.p1	cladeA_28346.p1
ORTHOMCL226	cladeD_6154.p1	cladeD_19326.p1
ORTHOMCL2277	cladeD_5558.p1	cladeD_7295.p1
ORTHOMCL2278	cladeB_13064.p1	cladeB_48098.p1
ORTHOMCL227	cladeA_30762.p1	cladeA_30768.p1
ORTHOMCL227	cladeA_30762.p1	cladeA_30764.p1
ORTHOMCL227	cladeA_30765.p1	cladeA_30767.p1
ORTHOMCL2281	cladeB_11033.p1	cladeB_5514.p1
ORTHOMCL228	cladeA_20805.p1	cladeA_20803.p2
ORTHOMCL228	cladeA_20805.p1	cladeA_20804.p2
ORTHOMCL228	cladeC_13536.p2	cladeC_14134.p2
ORTHOMCL2291	cladeB_14580.p1	cladeB_38274.p1
ORTHOMCL2294	cladeB_8038.p1	cladeB_19336.p1
ORTHOMCL2299	cladeD_10036.p1	cladeD_838.p2
ORTHOMCL229	cladeA_30842.p1	cladeA_30846.p1
ORTHOMCL229	cladeA_30842.p1	cladeA_30843.p1
ORTHOMCL229	cladeA_30842.p1	cladeA_30847.p1
ORTHOMCL2300	cladeD_6238.p1	cladeD_12063.p2
ORTHOMCL2308	cladeB_44963.p3	cladeB_43753.p1
ORTHOMCL2309	cladeC_21222.p1	cladeC_17779.p1
ORTHOMCL2311	cladeB_9216.p1	cladeB_45551.p1
ORTHOMCL2316	cladeB_14366.p2	cladeB_31418.p3
ORTHOMCL2318	cladeC_17710.p1	cladeC_12805.p2
ORTHOMCL2319	cladeC_7443.p1	cladeC_5609.p1
ORTHOMCL231	cladeA_51773.p1	cladeA_6709.p1
ORTHOMCL231	cladeA_51773.p1	cladeA_53842.p1
ORTHOMCL231	cladeA_24662.p1	cladeA_24663.p1
ORTHOMCL2322	cladeD_13471.p2	cladeD_14328.p1
ORTHOMCL2326	cladeB_44387.p2	cladeB_37406.p1
ORTHOMCL2332	cladeB_5806.p1	cladeB_4446.p1
ORTHOMCL2338	cladeB_23954.p1	cladeB_16070.p1
ORTHOMCL2340	cladeB_593.p1	cladeB_48578.p1
ORTHOMCL2342	cladeD_9265.p1	cladeD_11169.p1
ORTHOMCL2345	cladeB_31848.p1	cladeB_34655.p2
ORTHOMCL2346	cladeD_14251.p1	cladeD_14466.p1
ORTHOMCL234	cladeB_30978.p1	cladeB_26369.p1
